FIELD;Artikelen;Artikelen;;;fld_supplierCode_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;786;334;1309;EDIT
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;14409187;800;409;1315;FALSE
FIELD;Artikelen;Artikelen;;;fld_ean_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;889;402;1308;EDIT
INPUT;Artikelen;Artikelen;;;fld_ean_req;05234623241542344;;;16777215;889;402;787;FALSE
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;15659508;734;421;1316;FALSE
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;14869738;933;557;1327;FALSE
FIELD;Artikelen;Artikelen;;;fld_stock_type_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15922680;737;415;1305;EDIT
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;16777215;722;434;1332;FALSE
FIELD;Artikelen;Artikelen;;;weight_index_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;697;444;1308;EDIT
FIELD;Artikelen;Artikelen;;;fld_assort_chapter_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;1186;261;1332;EDIT
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;16777215;1161;292;1313;FALSE
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;16777215;1161;313;1312;FALSE
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;15659765;1166;351;1315;FALSE
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;15198958;1187;494;1321;FALSE
FIELD;Artikelen;Artikelen;;;fld_assort_assortment_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;1189;311;1320;EDIT
KEY;Artikelen;Artikelen;;;fld_assort_assortment_req;DOWN;;;16448250;1189;311;772;FALSE
FIELD;Artikelen;Artikelen;;;fld_vatcode_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15988472;1202;395;1318;EDIT
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;15198958;1203;456;1318;FALSE
BUTTON;Artikelen;Artikelen;;;btn_save;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;14992772;600;195;1307;FALSE
FIELD;Artikelen;Artikelen;;;fld_package;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15593456;737;311;1316;EDIT
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;16054009;677;413;1319;FALSE
FIELD;Artikelen;Artikelen;;;fld_unit_amount;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;775;310;1327;EDIT
INPUT;Artikelen;Artikelen;;;fld_unit_amount;12;;;16777215;775;310;775;FALSE
FIELD;Artikelen;Artikelen;;;fld_gCode1;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15462128;793;425;1320;EDIT
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;14606821;776;471;1312;FALSE
FIELD;Artikelen;Artikelen;;;fld_gCode2;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15790838;851;417;1313;EDIT
